timestamp,container,cpu_pct,mem_usage,mem_pct
1774952830,ads_postgres,278.24%,157.1MiB / 13.58GiB,1.13%
1774952835,ads_sql_api,31.01%,56.66MiB / 13.58GiB,0.41%
1774952835,ads_postgres,241.01%,166.6MiB / 13.58GiB,1.20%
1774952840,ads_sql_api,28.56%,56.88MiB / 13.58GiB,0.41%
1774952840,ads_postgres,328.64%,174.5MiB / 13.58GiB,1.25%
1774952845,ads_sql_api,24.67%,57.23MiB / 13.58GiB,0.41%
1774952845,ads_postgres,296.95%,170MiB / 13.58GiB,1.22%
1774952850,ads_sql_api,25.02%,55.65MiB / 13.58GiB,0.40%
1774952850,ads_postgres,231.82%,172.5MiB / 13.58GiB,1.24%
1774952855,ads_sql_api,25.75%,57.03MiB / 13.58GiB,0.41%
1774952855,ads_postgres,366.45%,165.5MiB / 13.58GiB,1.19%
1774952859,ads_sql_api,23.83%,57.72MiB / 13.58GiB,0.42%
1774952860,ads_postgres,420.94%,172.5MiB / 13.58GiB,1.24%
1774952864,ads_sql_api,39.43%,56.09MiB / 13.58GiB,0.40%
1774952864,ads_postgres,444.37%,174.4MiB / 13.58GiB,1.25%
1774952869,ads_sql_api,0.00%,57.22MiB / 13.58GiB,0.41%
1774952869,ads_postgres,0.01%,164.9MiB / 13.58GiB,1.19%
